0.233396975,1.224233318
0.512261944,6.012784733
0.714431431,5.890634249
0.947083459,2.289752549
1.352158503,2.588921568
1.577088939,6.43826776
1.763600048,3.696546957
1.809425982,3.351420502
1.87801447,8.178472566
1.919863641,6.029692474
1.943293105,8.151971328
2.019318233,0.834543156
2.154783626,9.67930994
2.286577523,2.356518528
2.594559609,1.23342411
2.753748079,4.245326034
3.001039228,0.319894537
3.059616475,9.560274326
3.415745356,6.575630116
3.499496898,3.093831061
3.597402495,8.632560158
3.800839542,0.447407619
4.332988994,9.678933168
4.504389899,1.336595769
4.512162016,0.069655509
4.659854718,1.404049458
4.807752075,4.998066839
4.834596948,8.492101551
5.227306856,2.886816913
5.587449235,5.224355968
5.625712172,5.884088064
5.927474253,2.899800828
6.062318336,7.48324558
6.123071757,4.97122226
6.211062673,3.480323008
6.325215032,8.33842141
7.176861039,0.339559902
7.427809758,3.631139393
7.429288566,5.385566409
7.769033607,7.412314399
8.145796284,1.010975168
8.181890179,7.202740842
8.247402298,0.045902231
8.293977491,5.760541018
8.529298001,3.860572524
8.557523557,2.084322337
8.86646216,4.201256198
9.086442605,2.099471
9.497467575,7.916509802
9.950349828,7.049339335
0.26535969683863625,1.988376506866485
0.6352770615195713,3.816192865065368
0.797919769236275,2.327908863610302
0.9090941217379389,0.4711637542473457
0.9274584338014791,0.9671637683346401
1.0100142940972912,2.779736031100921
1.0964913035065915,6.2744604170309
1.634024937619284,3.794554417576478
1.7113864819809699,7.291267979503492
2.109828435863265,9.429097143350544
2.1863797480360336,5.053552881033624
2.204406220406967,5.892656838759088
2.2789827565154686,2.8938796360210715
2.2904807196410437,0.3210024390403776
2.6488016649805246,2.4662750769398345
2.669778220491134,9.36654587712494
2.7502931836911926,2.2321073814882277
3.154530480590819,2.6774087597570273
3.4025051651799187,1.5547949981178155
3.701809671168826,2.095070307714877
3.785343772083535,5.52040631273227
3.9940050514039727,2.1932075915728335
4.2192181968527045,0.29797219438070344
5.362280914547007,9.731157639793706
5.569497437746462,6.846142509898746
5.613681341631508,2.6274160852293527
5.845859902235405,8.978228836024769
6.356844442644002,3.6483217897008426
6.394267984578837,0.25010755222666936
6.480353852465935,6.091310056669882
6.498844377795232,5.449414806032166
6.5543866529488,3.9563190106066424
7.045718362149235,0.45824383655662215
7.364712141640124,6.766994874229113
7.920793643629641,4.22159966799684
8.05819251832808,6.981393949882269
8.071282732743802,7.297317866938179
8.094304566778266,0.06498759678061017
8.294046642529949,6.185197523642461
8.428519201898096,7.759999115462448
8.474943663474598,6.037260313668911
8.617069003107773,5.77352145256762
8.763676264726689,3.146778807984779
8.921795677048454,0.8693883262941615
9.145475897405435,4.5885185258739885
9.572130722067811,3.365945451126268
